기준년월,시도명,시군구명,성별코드,사용금액
2016-04,경기도,성남시 분당구,F,
2016-04,경기도,수원시 영통구,M,
2016-04,경기도,수원시 장안구,F,
2016-04,경기도,수원시 팔달구,F,
2016-04,경기도,안성시,F,
2016-04,경기도,안양시 만안구,F,
2016-04,경기도,여주시,F,
2016-04,경기도,이천시,M,
2016-04,서울특별시,노원구,M,217090559
2016-04,서울특별시,도봉구,M,55824401
2016-04,서울특별시,양천구,F,1059850
2016-04,서울특별시,은평구,M,44195745
2016-04,서울특별시,송파구,M,16330710
2016-04,서울특별시,양천구,M,130790
2016-04,서울특별시,중랑구,M,224737760
2016-04,인천광역시,서구,F,140176302
2016-04,경기도,오산시,F,
2016-04,경기도,연천군,M,5246636534
2016-04,경기도,안산시 단원구,F,
2016-04,경기도,수원시 권선구,F,
2016-04,경기도,성남시 중원구,M,
2016-04,경기도,성남시 중원구,F,
2016-04,경기도,부천시,M,
2016-04,서울특별시,마포구,M,215568633
2016-04,서울특별시,도봉구,F,34688214
2016-04,서울특별시,노원구,F,101275478
2016-04,경기도,화성시,M,
2016-04,경기도,용인시 기흥구,M,
2016-04,경기도,군포시,F,
2016-04,경기도,구리시,F,
2016-04,경기도,고양시 일산동구,M,
2016-04,경기도,수원시 영통구,F,
2016-04,충청남도,아산시,M,8777633
2016-04,경기도,고양시 일산서구,M,
2016-04,경기도,남양주시,M,
2016-04,경기도,시흥시,M,
2016-04,경기도,안산시 단원구,M,
2016-04,경기도,안산시 상록구,F,
2016-04,경기도,안산시 상록구,M,
2016-04,경기도,양주시,M,
2016-04,경기도,양평군,M,6204234019
2016-04,경기도,용인시 기흥구,F,
2016-04,경기도,의정부시,F,
2016-04,경기도,파주시,F,
2016-04,경기도,평택시,M,
2016-04,서울특별시,마포구,F,85971379
2016-04,서울특별시,송파구,F,22396660
2016-04,충청남도,아산시,F,2647099
2016-04,서울특별시,금천구,F,42413934
2016-04,서울특별시,강서구,M,4791566435
2016-04,서울특별시,강동구,M,0
2016-04,경기도,포천시,M,
2016-04,경기도,양주시,F,8832701035
2016-04,경기도,시흥시,F,
2016-04,경기도,수원시 팔달구,M,
2016-04,경기도,수원시 권선구,M,
2016-04,경기도,군포시,M,
2016-04,경기도,광명시,F,
2016-04,경기도,과천시,M,5941137775
2016-04,경기도,과천시,F,5578043994
2016-04,경기도,가평군,F,3801785107
2016-04,서울특별시,서초구,M,107188773
2016-04,서울특별시,은평구,F,5353821
2016-04,충청북도,음성군,F,0
2016-04,경기도,성남시 수정구,F,
2016-04,인천광역시,부평구,F,7097928
2016-04,인천광역시,부평구,M,22132239
2016-04,충청북도,음성군,M,0
2016-04,강원도,춘천시,F,31732360
2016-04,강원도,춘천시,M,39890950
2016-04,경기도,광주시,M,
2016-04,경기도,안성시,M,
2016-04,경기도,오산시,M,
2016-04,경기도,하남시,F,8530210067
2016-04,경기도,고양시 일산서구,F,
2016-04,경기도,김포시,M,
2016-04,경기도,남양주시,F,
2016-04,경기도,동두천시,F,4174484995
2016-04,경기도,성남시 분당구,M,
2016-04,경기도,연천군,F,832637152
2016-04,경기도,용인시 처인구,M,
2016-04,경기도,의왕시,M,
2016-04,경기도,평택시,F,
2016-04,경기도,포천시,F,7041357764
2016-04,경기도,화성시,F,
2016-04,서울특별시,강동구,F,261580
2016-04,서울특별시,구로구,F,208294102
2016-04,서울특별시,금천구,M,31704398
2016-04,서울특별시,중랑구,F,87435316
2016-04,인천광역시,계양구,M,2565739
2016-04,인천광역시,서구,M,145758961
2016-04,경기도,하남시,M,
2016-04,서울특별시,강서구,F,5788668016
2016-04,서울특별시,구로구,M,555289686
2016-04,인천광역시,계양구,F,1325489
2016-04,경기도,이천시,F,
2016-04,경기도,의왕시,F,8654298352
2016-04,경기도,용인시 처인구,F,
2016-04,경기도,용인시 수지구,F,
2016-04,경기도,여주시,M,
2016-04,경기도,양평군,F,3454970965
2016-04,경기도,수원시 장안구,M,
2016-04,경기도,성남시 수정구,M,
2016-04,경기도,광명시,M,
2016-04,경기도,가평군,M,7422061742
2016-04,경기도,고양시 덕양구,F,
2016-04,경기도,고양시 일산동구,F,
2016-04,경기도,구리시,M,
2016-04,경기도,동두천시,M,6809089318
2016-04,경기도,부천시,F,
2016-04,경기도,안양시 동안구,F,
2016-04,경기도,안양시 동안구,M,
2016-04,경기도,용인시 수지구,M,
2016-04,경기도,의정부시,M,
2016-04,경기도,파주시,M,
2016-04,서울특별시,서초구,F,33130235
2015-08,경기도,고양시 덕양구,M,
2015-08,경기도,광주시,M,
2015-08,경기도,구리시,M,
2015-08,경기도,동두천시,F,4126591269
2015-08,경기도,수원시 권선구,M,
2015-08,경기도,수원시 장안구,M,
2015-08,경기도,안산시 상록구,M,
2015-08,경기도,용인시 기흥구,M,
2015-08,경기도,하남시,F,8491333237
2015-08,서울특별시,금천구,F,25617020
2015-08,서울특별시,서초구,M,95385268
2015-08,서울특별시,양천구,F,2164800
2015-08,경기도,김포시,M,
2015-08,경기도,부천시,F,
2015-08,경기도,수원시 권선구,F,
2015-08,경기도,안산시 단원구,M,
2015-08,경기도,안산시 상록구,F,
2015-08,경기도,안양시 동안구,F,
2015-08,경기도,양평군,F,4723396524
2015-08,경기도,의정부시,F,
2015-08,경기도,파주시,F,
2015-08,서울특별시,강동구,M,220000
2015-08,서울특별시,노원구,F,119963888
2015-08,서울특별시,도봉구,M,81618183
2015-08,서울특별시,송파구,F,31688800
2015-08,인천광역시,계양구,F,7325120
2015-08,인천광역시,서구,F,142904872
2015-08,경기도,고양시 덕양구,F,
2015-08,경기도,고양시 일산동구,F,
2015-08,경기도,군포시,F,
2015-08,경기도,김포시,F,
2015-08,경기도,부천시,M,
2015-08,경기도,수원시 팔달구,M,
2015-08,경기도,양주시,F,9991940468
2015-08,경기도,연천군,M,4775210774
2015-08,경기도,오산시,F,
2015-08,경기도,용인시 수지구,F,
2015-08,서울특별시,강동구,F,0
2015-08,서울특별시,중랑구,M,174988783
2015-08,인천광역시,계양구,M,2116708
2015-08,충청남도,아산시,F,4908354
2015-08,경기도,가평군,M,
2015-08,경기도,고양시 일산서구,M,
2015-08,경기도,동두천시,M,6673985415
2015-08,경기도,성남시 수정구,M,
2015-08,경기도,성남시 중원구,F,
2015-08,경기도,성남시 중원구,M,
2015-08,경기도,수원시 장안구,F,
2015-08,경기도,시흥시,F,
2015-08,경기도,시흥시,M,
2015-08,경기도,안양시 만안구,F,
2015-08,경기도,이천시,F,
2015-08,서울특별시,도봉구,F,46879184
2015-08,서울특별시,서초구,F,32180280
2015-08,서울특별시,송파구,M,28806800
2015-08,서울특별시,양천구,M,22000
2015-08,경기도,가평군,F,7748828736
2015-08,경기도,과천시,F,4847413239
2015-08,경기도,과천시,M,5177273578
2015-08,경기도,광주시,F,
2015-08,경기도,구리시,F,
2015-08,경기도,성남시 분당구,F,
2015-08,경기도,성남시 수정구,F,9331153273
2015-08,경기도,안성시,M,
2015-08,경기도,여주시,M,
2015-08,서울특별시,강서구,F,4294804532
2015-08,서울특별시,구로구,F,240876935
2015-08,서울특별시,마포구,F,130020158
2015-08,서울특별시,은평구,M,25338280
2015-08,인천광역시,부평구,M,12365540
2015-08,충청북도,음성군,F,0
2015-08,충청북도,음성군,M,0
2015-08,강원도,춘천시,F,21861400
2015-08,경기도,고양시 일산동구,M,
2015-08,경기도,고양시 일산서구,F,
2015-08,경기도,광명시,M,
2015-08,경기도,남양주시,F,
2015-08,경기도,수원시 영통구,F,
2015-08,경기도,수원시 영통구,M,
2015-08,경기도,안산시 단원구,F,
2015-08,경기도,안성시,F,
2015-08,경기도,안양시 동안구,M,
2015-08,경기도,양주시,M,
2015-08,경기도,연천군,F,960242510
2015-08,경기도,오산시,M,
2015-08,경기도,용인시 수지구,M,
2015-08,경기도,이천시,M,
2015-08,경기도,평택시,F,
2015-08,경기도,포천시,M,
2015-08,서울특별시,구로구,M,715913748
2015-08,서울특별시,금천구,M,26082320
2015-08,서울특별시,마포구,M,302482761
2015-08,서울특별시,은평구,F,5588440
2015-08,인천광역시,서구,M,147046240
2015-08,경기도,광명시,F,
2015-08,경기도,군포시,M,
2015-08,경기도,남양주시,M,
2015-08,경기도,성남시 분당구,M,
2015-08,경기도,수원시 팔달구,F,
2015-08,경기도,안양시 만안구,M,
2015-08,경기도,여주시,F,
2015-08,경기도,용인시 처인구,M,
2015-08,경기도,의왕시,M,
2015-08,경기도,화성시,F,
2015-08,서울특별시,노원구,M,262556215
2015-08,인천광역시,부평구,F,2667500
2015-08,충청남도,아산시,M,17009872
2015-08,강원도,춘천시,M,31250560
2015-08,경기도,양평군,M,7772761647
2015-08,경기도,용인시 기흥구,F,
2015-08,경기도,용인시 처인구,F,
2015-08,경기도,의왕시,F,9366297970
2015-08,경기도,의정부시,M,
2015-08,경기도,파주시,M,
2015-08,경기도,평택시,M,
2015-08,경기도,포천시,F,8428452705
2015-08,경기도,하남시,M,
2015-08,경기도,화성시,M,
2015-08,서울특별시,강서구,M,3989075094
2015-08,서울특별시,중랑구,F,62356571
2015-05,경기도,안산시 단원구,M,
2015-05,경기도,안산시 단원구,F,
2015-05,경기도,수원시 장안구,F,
2015-05,경기도,수원시 영통구,M,
2015-05,경기도,동두천시,F,4262198422
2015-05,경기도,고양시 일산서구,F,
2015-05,경기도,고양시 덕양구,M,
2015-05,서울특별시,중랑구,M,220104581
2015-05,경기도,화성시,M,
2015-05,경기도,포천시,M,
2015-05,경기도,오산시,M,
2015-05,인천광역시,계양구,M,1816743
2015-05,서울특별시,은평구,M,18268213
2015-05,서울특별시,양천구,F,2888360
2015-05,서울특별시,송파구,F,37925230
2015-05,서울특별시,마포구,F,125669345
2015-05,서울특별시,도봉구,F,19661492
2015-05,서울특별시,노원구,M,257587648
2015-05,경기도,평택시,M,
2015-05,경기도,의왕시,M,
2015-05,경기도,용인시 처인구,F,
2015-05,경기도,양평군,F,4254141400
2015-05,경기도,안성시,M,
2015-05,경기도,수원시 영통구,F,
2015-05,경기도,수원시 권선구,F,
2015-05,경기도,성남시 수정구,M,
2015-05,경기도,부천시,M,
2015-05,경기도,구리시,F,
2015-05,경기도,과천시,M,5443059838
2015-05,경기도,과천시,F,4840787733
2015-05,경기도,안양시 만안구,M,
2015-05,경기도,성남시 분당구,F,
2015-05,경기도,부천시,F,
2015-05,경기도,동두천시,M,6903105174
2015-05,경기도,군포시,F,
2015-05,경기도,광주시,M,
2015-05,경기도,가평군,F,5283474448
2015-05,인천광역시,서구,M,138574741
2015-05,서울특별시,서초구,M,92849300
2015-05,서울특별시,마포구,M,281377847
2015-05,서울특별시,노원구,F,117319575
2015-05,서울특별시,금천구,M,27098310
2015-05,경기도,하남시,M,
2015-05,경기도,이천시,M,
2015-05,경기도,양평군,M,6795004031
2015-05,경기도,용인시 기흥구,M,
2015-05,경기도,양주시,M,
2015-05,경기도,안양시 만안구,F,
2015-05,경기도,안양시 동안구,F,
2015-05,경기도,시흥시,M,
2015-05,경기도,성남시 수정구,F,
2015-05,경기도,남양주시,M,
2015-05,경기도,김포시,M,
2015-05,경기도,구리시,M,
2015-05,충청북도,음성군,F,0
2015-05,충청남도,아산시,M,15464045
2015-05,서울특별시,서초구,F,33017809
2015-05,서울특별시,구로구,F,224990587
2015-05,서울특별시,강서구,F,6402418636
2015-05,경기도,포천시,F,8502638789
2015-05,경기도,의정부시,M,
2015-05,경기도,용인시 수지구,F,
2015-05,인천광역시,부평구,M,10964250
2015-05,서울특별시,양천구,M,172770
2015-05,서울특별시,송파구,M,27434990
2015-05,서울특별시,도봉구,M,49497498
2015-05,경기도,파주시,M,
2015-05,경기도,의정부시,F,
2015-05,경기도,용인시 처인구,M,
2015-05,경기도,용인시 수지구,M,
2015-05,경기도,오산시,F,
2015-05,경기도,양주시,F,
2015-05,경기도,남양주시,F,
2015-05,강원도,춘천시,M,25951383
2015-05,경기도,안양시 동안구,M,
2015-05,경기도,안산시 상록구,F,
2015-05,경기도,수원시 장안구,M,
2015-05,경기도,수원시 권선구,M,
2015-05,경기도,성남시 분당구,M,
2015-05,경기도,김포시,F,
2015-05,경기도,광주시,F,
2015-05,경기도,광명시,M,
2015-05,경기도,가평군,M,9542101750
2015-05,인천광역시,부평구,F,4474743
2015-05,서울특별시,강서구,M,5465001119
2015-05,서울특별시,강동구,M,0
2015-05,경기도,하남시,F,8834046956
2015-05,경기도,여주시,F,
2015-05,경기도,고양시 일산서구,M,
2015-05,경기도,고양시 일산동구,M,
2015-05,경기도,고양시 일산동구,F,
2015-05,충청남도,아산시,F,3179278
2015-05,서울특별시,중랑구,F,86207348
2015-05,서울특별시,은평구,F,6074859
2015-05,서울특별시,구로구,M,693406951
2015-05,경기도,화성시,F,
2015-05,경기도,평택시,F,
2015-05,경기도,파주시,F,
2015-05,경기도,이천시,F,
2015-05,경기도,의왕시,F,9532354767
2015-05,경기도,여주시,M,
2015-05,경기도,안성시,F,
2015-05,경기도,안산시 상록구,M,
2015-05,경기도,수원시 팔달구,M,
2015-05,경기도,성남시 중원구,F,
2015-05,경기도,군포시,M,
2015-05,서울특별시,강동구,F,250295
2015-05,경기도,용인시 기흥구,F,
2015-05,경기도,연천군,M,5490367569
2015-05,경기도,연천군,F,950286198
2015-05,경기도,시흥시,F,
2015-05,경기도,수원시 팔달구,F,
2015-05,경기도,성남시 중원구,M,
2015-05,경기도,광명시,F,
2015-05,경기도,고양시 덕양구,F,
2015-05,강원도,춘천시,F,23588421
2015-05,충청북도,음성군,M,0
2015-05,인천광역시,서구,F,136406921
2015-05,인천광역시,계양구,F,1566005
2015-05,서울특별시,금천구,F,31399619
2015-02,경기도,화성시,M,
2015-02,서울특별시,금천구,F,13982670
2015-02,서울특별시,노원구,F,80591213
2015-02,인천광역시,서구,M,103353788
2015-02,경기도,이천시,M,
2015-02,경기도,의정부시,F,
2015-02,경기도,양평군,M,4692018995
2015-02,경기도,안양시 동안구,F,
2015-02,경기도,수원시 팔달구,F,
2015-02,경기도,성남시 중원구,F,
2015-02,경기도,부천시,F,
2015-02,경기도,광주시,M,
2015-02,경기도,과천시,M,3074134964
2015-02,경기도,고양시 일산서구,F,
2015-02,경기도,고양시 일산동구,M,
2015-02,경기도,안산시 상록구,F,
2015-02,경기도,안산시 상록구,M,
2015-02,경기도,안성시,M,
2015-02,경기도,여주시,M,
2015-02,경기도,이천시,F,
2015-02,경기도,평택시,F,
2015-02,경기도,하남시,M,8888576353
2015-02,서울특별시,도봉구,M,54792159
2015-02,인천광역시,계양구,M,2156960
2015-02,충청북도,음성군,F,0
2015-02,강원도,춘천시,M,12071020
2015-02,경기도,가평군,F,2797481454
2015-02,경기도,고양시 덕양구,M,
2015-02,경기도,구리시,M,
2015-02,경기도,수원시 권선구,F,
2015-02,경기도,수원시 장안구,F,
2015-02,경기도,안산시 단원구,F,
2015-02,충청남도,아산시,F,3190754
2015-02,인천광역시,부평구,M,5297370
2015-02,서울특별시,송파구,F,27404000
2015-02,서울특별시,강동구,F,53040
2015-02,경기도,하남시,F,6242601940
2015-02,경기도,포천시,F,6191198069
2015-02,경기도,평택시,M,
2015-02,경기도,용인시 수지구,F,
2015-02,경기도,고양시 일산서구,M,
2015-02,강원도,춘천시,F,10395840
2015-02,경기도,연천군,F,708891773
2015-02,경기도,안양시 만안구,M,
2015-02,경기도,시흥시,F,
2015-02,경기도,수원시 영통구,F,
2015-02,경기도,군포시,M,
2015-02,경기도,군포시,F,
2015-02,경기도,광주시,F,
2015-02,경기도,수원시 영통구,M,
2015-02,경기도,수원시 장안구,M,
2015-02,경기도,수원시 팔달구,M,
2015-02,경기도,시흥시,M,
2015-02,경기도,안성시,F,8590182453
2015-02,경기도,양주시,F,7029506421
2015-02,경기도,양주시,M,
2015-02,경기도,여주시,F,9160552014
2015-02,경기도,파주시,F,
2015-02,경기도,포천시,M,
2015-02,경기도,화성시,F,
2015-02,서울특별시,은평구,M,20274540
2015-02,서울특별시,중랑구,M,94316581
2015-02,인천광역시,계양구,F,707200
2015-02,경기도,성남시 분당구,M,
2015-02,경기도,부천시,M,
2015-02,경기도,남양주시,F,
2015-02,경기도,김포시,F,
2015-02,경기도,광명시,M,
2015-02,경기도,광명시,F,
2015-02,서울특별시,서초구,F,23787954
2015-02,서울특별시,서초구,M,66787482
2015-02,서울특별시,중랑구,F,43220245
2015-02,서울특별시,도봉구,F,29254893
2015-02,경기도,연천군,M,4312885693
2015-02,경기도,안양시 동안구,M,
2015-02,경기도,남양주시,M,
2015-02,경기도,김포시,M,
2015-02,경기도,고양시 일산동구,F,
2015-02,서울특별시,양천구,M,415480
2015-02,서울특별시,양천구,F,1675180
2015-02,서울특별시,금천구,M,23195939
2015-02,서울특별시,강서구,M,865113835
2015-02,경기도,의정부시,M,
2015-02,경기도,용인시 수지구,M,
2015-02,경기도,용인시 기흥구,F,
2015-02,경기도,안양시 만안구,F,
2015-02,경기도,안산시 단원구,M,
2015-02,경기도,과천시,F,2666440405
2015-02,경기도,구리시,F,
2015-02,경기도,성남시 수정구,F,7701810476
2015-02,경기도,성남시 중원구,M,
2015-02,경기도,수원시 권선구,M,
2015-02,경기도,양평군,F,2546362566
2015-02,경기도,용인시 처인구,F,
2015-02,경기도,용인시 처인구,M,
2015-02,경기도,의왕시,F,7059858216
2015-02,경기도,의왕시,M,9785746821
2015-02,서울특별시,강서구,F,1051029656
2015-02,서울특별시,구로구,F,182592295
2015-02,서울특별시,구로구,M,579226737
2015-02,서울특별시,노원구,M,177435662
2015-02,서울특별시,마포구,F,90439132
2015-02,서울특별시,마포구,M,252038102
2015-02,서울특별시,은평구,F,3530696
2015-02,인천광역시,부평구,F,3127592
2015-02,경기도,성남시 분당구,F,
2015-02,경기도,성남시 수정구,M,9295933873
2015-02,서울특별시,강동구,M,0
2015-02,서울특별시,송파구,M,38090738
2015-02,인천광역시,서구,F,106531591
2015-02,충청남도,아산시,M,10829221
2015-02,충청북도,음성군,M,0
2015-02,경기도,오산시,F,
2015-02,경기도,오산시,M,
2015-02,경기도,용인시 기흥구,M,
2015-02,경기도,파주시,M,
2015-02,경기도,가평군,M,5697133125
2015-02,경기도,고양시 덕양구,F,
2015-02,경기도,동두천시,F,3326859815
2015-02,경기도,동두천시,M,5836281439
2015-07,경기도,포천시,M,
2015-07,경기도,여주시,F,
2015-07,경기도,양평군,M,6559468289
2015-07,충청북도,음성군,M,0
2015-07,인천광역시,부평구,F,2876621
2015-07,서울특별시,송파구,M,16249240
2015-07,서울특별시,노원구,M,250019233
2015-07,경기도,하남시,F,8231370667
2015-07,서울특별시,중랑구,M,164208945
2015-07,서울특별시,중랑구,F,69972754
2015-07,서울특별시,노원구,F,113375564
2015-07,서울특별시,금천구,M,25069592
2015-07,서울특별시,강동구,M,0
2015-07,서울특별시,강동구,F,0
2015-07,경기도,화성시,M,
2015-07,경기도,하남시,M,
2015-07,경기도,파주시,M,
2015-07,경기도,의왕시,F,9130408290
2015-07,경기도,오산시,M,
2015-07,경기도,양주시,F,9252159707
2015-07,경기도,안성시,M,
2015-07,경기도,시흥시,F,
2015-07,경기도,수원시 영통구,F,
2015-07,경기도,수원시 권선구,F,
2015-07,경기도,성남시 중원구,F,
2015-07,경기도,성남시 수정구,F,9447068212
2015-07,경기도,부천시,M,
2015-07,경기도,동두천시,M,6846509235
2015-07,경기도,군포시,F,
2015-07,경기도,과천시,F,3910601926
2015-07,강원도,춘천시,M,28595650
2015-07,경기도,가평군,M,
2015-07,경기도,가평군,F,5550340630
2015-07,서울특별시,은평구,M,26848489
2015-07,서울특별시,송파구,F,30538205
2015-07,서울특별시,도봉구,M,71862175
2015-07,서울특별시,금천구,F,28746492
2015-07,경기도,평택시,M,
2015-07,경기도,파주시,F,
2015-07,경기도,이천시,M,
2015-07,경기도,이천시,F,
2015-07,경기도,용인시 처인구,F,
2015-07,경기도,용인시 기흥구,F,
2015-07,경기도,안양시 동안구,M,
2015-07,경기도,안성시,F,
2015-07,경기도,안산시 상록구,F,
2015-07,경기도,안산시 단원구,M,
2015-07,경기도,성남시 중원구,M,
2015-07,경기도,동두천시,F,4082089108
2015-07,경기도,고양시 덕양구,M,
2015-07,경기도,고양시 덕양구,F,
2015-07,경기도,포천시,F,7595995489
2015-07,경기도,연천군,F,867792142
2015-07,경기도,안양시 만안구,M,
2015-07,경기도,수원시 장안구,M,
2015-07,경기도,부천시,F,
2015-07,경기도,남양주시,F,
2015-07,경기도,김포시,F,
2015-07,경기도,군포시,M,
2015-07,경기도,광주시,M,
2015-07,경기도,광주시,F,
2015-07,경기도,과천시,M,4474331037
2015-07,경기도,고양시 일산동구,F,
2015-07,충청남도,아산시,M,12930860
2015-07,인천광역시,서구,M,138897113
2015-07,서울특별시,서초구,M,114134564
2015-07,서울특별시,구로구,F,240086340
2015-07,경기도,용인시 처인구,M,
2015-07,경기도,용인시 수지구,F,
2015-07,경기도,수원시 장안구,F,
2015-07,경기도,성남시 수정구,M,
2015-07,경기도,김포시,M,
2015-07,경기도,구리시,F,
2015-07,경기도,광명시,M,
2015-07,경기도,고양시 일산서구,F,
2015-07,강원도,춘천시,F,18632580
2015-07,인천광역시,부평구,M,9970601
2015-07,서울특별시,양천구,M,979030
2015-07,서울특별시,구로구,M,682780679
2015-07,서울특별시,강서구,M,3346706951
2015-07,경기도,의정부시,M,
2015-07,경기도,의정부시,F,
2015-07,서울특별시,서초구,F,47667553
2015-07,서울특별시,마포구,F,110571972
2015-07,서울특별시,강서구,F,3658932660
2015-07,경기도,의왕시,M,
2015-07,경기도,여주시,M,
2015-07,경기도,양평군,F,4006393991
2015-07,경기도,안양시 만안구,F,
2015-07,경기도,안양시 동안구,F,
2015-07,경기도,안산시 상록구,M,
2015-07,경기도,수원시 영통구,M,
2015-07,경기도,구리시,M,
2015-07,경기도,고양시 일산서구,M,
2015-07,충청북도,음성군,F,797400
2015-07,충청남도,아산시,F,3393291
2015-07,인천광역시,계양구,M,160809
2015-07,인천광역시,계양구,F,6024800
2015-07,서울특별시,은평구,F,2243795
2015-07,서울특별시,양천구,F,1453040
2015-07,서울특별시,도봉구,F,42154817
2015-07,경기도,화성시,F,
2015-07,경기도,평택시,F,
2015-07,경기도,용인시 기흥구,M,
2015-07,경기도,연천군,M,5159943163
2015-07,경기도,양주시,M,
2015-07,경기도,시흥시,M,
2015-07,경기도,성남시 분당구,M,
2015-07,경기도,성남시 분당구,F,
2015-07,경기도,남양주시,M,
2015-07,경기도,고양시 일산동구,M,
2015-07,경기도,안산시 단원구,F,
2015-07,경기도,수원시 팔달구,M,
2015-07,경기도,수원시 팔달구,F,
2015-07,경기도,수원시 권선구,M,
2015-07,경기도,광명시,F,
2015-07,인천광역시,서구,F,144616818
2015-07,서울특별시,마포구,M,285511746
2015-07,경기도,용인시 수지구,M,
2015-07,경기도,오산시,F,
2015-06,서울특별시,노원구,M,208966566
2015-06,경기도,연천군,F,821058000
2015-06,경기도,양평군,M,6008383362
2015-06,경기도,안양시 동안구,M,
2015-06,경기도,안성시,M,
2015-06,경기도,안산시 상록구,F,
2015-06,경기도,안산시 단원구,F,
2015-06,경기도,남양주시,M,
2015-06,경기도,광주시,F,
2015-06,서울특별시,노원구,F,109632618
2015-06,충청남도,아산시,F,2794092
2015-06,서울특별시,송파구,F,18120972
2015-06,서울특별시,서초구,F,38926102
2015-06,서울특별시,강서구,M,3055742963
2015-06,경기도,포천시,F,7199577145
2015-06,경기도,평택시,F,
2015-06,경기도,연천군,M,4828760406
2015-06,경기도,시흥시,M,
2015-06,경기도,수원시 장안구,F,
2015-06,경기도,수원시 영통구,F,
2015-06,경기도,성남시 중원구,F,
2015-06,경기도,성남시 수정구,F,9825056002
2015-06,경기도,성남시 분당구,M,
2015-06,경기도,고양시 덕양구,F,
2015-06,경기도,화성시,M,
2015-06,인천광역시,서구,F,116160923
2015-06,인천광역시,부평구,M,10293918
2015-06,인천광역시,계양구,M,1133088
2015-06,서울특별시,중랑구,M,186509730
2015-06,서울특별시,중랑구,F,83508008
2015-06,서울특별시,송파구,M,13022520
2015-06,서울특별시,도봉구,F,25291386
2015-06,서울특별시,마포구,F,120005989
2015-06,서울특별시,구로구,F,224080842
2015-06,서울특별시,강서구,F,3546542268
2015-06,경기도,하남시,M,
2015-06,경기도,평택시,M,
2015-06,경기도,용인시 수지구,F,
2015-06,경기도,용인시 기흥구,M,
2015-06,경기도,용인시 기흥구,F,
2015-06,경기도,양주시,F,8855931826
2015-06,경기도,안성시,F,9927202256
2015-06,경기도,수원시 팔달구,M,
2015-06,경기도,수원시 장안구,M,
2015-06,경기도,수원시 권선구,F,
2015-06,경기도,부천시,M,
2015-06,경기도,동두천시,F,3998272863
2015-06,경기도,김포시,M,
2015-06,경기도,구리시,M,
2015-06,충청북도,음성군,F,0
2015-06,경기도,고양시 일산동구,M,
2015-06,서울특별시,마포구,M,310325093
2015-06,서울특별시,서초구,M,87431770
2015-06,서울특별시,구로구,M,634865801
2015-06,경기도,이천시,M,
2015-06,경기도,용인시 수지구,M,
2015-06,경기도,오산시,F,
2015-06,경기도,여주시,F,
2015-06,경기도,양주시,M,
2015-06,경기도,성남시 분당구,F,
2015-06,경기도,동두천시,M,6158849137
2015-06,경기도,가평군,F,4247566590
2015-06,충청북도,음성군,M,0
2015-06,서울특별시,양천구,F,1420800
2015-06,서울특별시,도봉구,M,68720877
2015-06,서울특별시,금천구,F,28297186
2015-06,서울특별시,강동구,M,22200
2015-06,경기도,화성시,F,
2015-06,경기도,포천시,M,
2015-06,경기도,파주시,F,
2015-06,경기도,여주시,M,
2015-06,경기도,안양시 동안구,F,
2015-06,경기도,안산시 단원구,M,
2015-06,서울특별시,양천구,M,457320
2015-06,경기도,부천시,F,
2015-06,경기도,김포시,F,
2015-06,경기도,광주시,M,
2015-06,경기도,고양시 일산서구,M,
2015-06,경기도,고양시 일산서구,F,
2015-06,강원도,춘천시,F,16827600
2015-06,경기도,수원시 권선구,M,
2015-06,경기도,성남시 수정구,M,
2015-06,경기도,구리시,F,
2015-06,경기도,광명시,M,
2015-06,경기도,광명시,F,
2015-06,경기도,과천시,M,3874816483
2015-06,경기도,고양시 일산동구,F,
2015-06,경기도,고양시 덕양구,M,
2015-06,서울특별시,강동구,F,0
2015-06,경기도,의정부시,M,
2015-06,경기도,의왕시,M,
2015-06,경기도,오산시,M,
2015-06,경기도,안양시 만안구,M,
2015-06,경기도,안산시 상록구,M,
2015-06,경기도,수원시 팔달구,F,
2015-06,인천광역시,계양구,F,8921958
2015-06,경기도,하남시,F,7877840323
2015-06,경기도,파주시,M,
2015-06,경기도,이천시,F,
2015-06,경기도,의정부시,F,
2015-06,경기도,의왕시,F,8797251152
2015-06,경기도,용인시 처인구,F,
2015-06,경기도,안양시 만안구,F,
2015-06,경기도,수원시 영통구,M,
2015-06,경기도,군포시,M,
2015-06,경기도,군포시,F,
2015-06,경기도,과천시,F,3546196649
2015-06,강원도,춘천시,M,22799400
2015-06,서울특별시,금천구,M,23908068
2015-06,인천광역시,부평구,F,5615046
2015-06,인천광역시,서구,M,128816925
2015-06,서울특별시,은평구,M,17537112
2015-06,서울특별시,은평구,F,3008100
2015-06,경기도,용인시 처인구,M,
2015-06,경기도,양평군,F,3551589722
2015-06,경기도,시흥시,F,
2015-06,경기도,성남시 중원구,M,
2015-06,경기도,남양주시,F,
2015-06,경기도,가평군,M,8025135365
2015-06,충청남도,아산시,M,9600612
2016-09,경기도,수원시 권선구,M,
2016-09,경기도,수원시 영통구,M,
2016-09,경기도,안산시 단원구,M,
2016-09,경기도,안양시 만안구,M,
2016-09,경기도,양주시,F,9561883148
2016-09,경기도,양주시,M,
2016-09,경기도,연천군,M,4665626696
2016-09,경기도,용인시 기흥구,M,
2016-09,경기도,용인시 처인구,F,
2016-09,경기도,파주시,M,
2016-09,경기도,하남시,M,
