년월,시도명,시군구명,동명,결제상품명,사용빈도
2019-05,경기도,고양시 일산동구,중산동,고양페이카드,165
2019-05,경기도,고양시 일산동구,풍동,고양페이카드,175
2019-05,경기도,고양시 일산동구,풍동,부천페이,12
2019-05,경기도,고양시 일산서구,가좌동,고양페이카드,109
2019-05,경기도,고양시 일산서구,구산동,고양페이카드,3
2019-05,경기도,고양시 일산서구,대화동,고양페이카드,509
2019-05,경기도,고양시 일산서구,덕이동,고양페이카드,109
2019-05,경기도,고양시 일산서구,법곳동,오산화폐 오색전,18
2019-05,경기도,고양시 일산서구,법곳동,고양페이카드,1
2019-05,경기도,고양시 일산서구,일산동,고양페이카드,438
2019-05,경기도,고양시 일산서구,주엽동,고양페이카드,359
2019-05,경기도,고양시 일산서구,탄현동,고양페이카드,372
2019-05,경기도,과천시,갈현동,과천화폐 과천토리,27
2019-05,경기도,과천시,과천동,과천화폐 과천토리,118
2019-05,경기도,과천시,문원동,과천화폐 과천토리,65
2019-05,경기도,과천시,별양동,과천화폐 과천토리,1686
2019-05,경기도,과천시,주암동,과천화폐 과천토리,16
2019-05,경기도,과천시,중앙동,과천화폐 과천토리,649
2019-05,경기도,광명시,가학동,광명사랑화폐,15
2019-05,경기도,광명시,광명동,광명사랑화폐,2554
2019-05,경기도,광명시,노온사동,광명사랑화폐,19
2019-05,경기도,광명시,소하동,광명사랑화폐,1220
2019-05,경기도,광명시,옥길동,광명사랑화폐,4
2019-05,경기도,광명시,일직동,광명사랑화폐,177
2019-05,경기도,광명시,철산동,광명사랑화폐,1758
2019-05,경기도,광명시,하안동,광명사랑화폐,1303
2019-05,경기도,광주시,경안동,광주사랑카드,366
2019-05,경기도,광주시,곤지암읍,광주사랑카드,103
2019-05,경기도,광주시,남종면,광주사랑카드,7
2019-05,경기도,광주시,남한산성면,광주사랑카드,25
2019-05,경기도,광주시,도척면,광주사랑카드,17
2019-05,경기도,광주시,목현동,광주사랑카드,51
2019-05,경기도,광주시,송정동,광주사랑카드,460
2019-05,경기도,광주시,쌍령동,광주사랑카드,132
2019-05,경기도,광주시,역동,광주사랑카드,21
2019-05,경기도,광주시,오포읍,광주사랑카드,398
2019-05,경기도,광주시,장지동,광주사랑카드,1
2019-05,경기도,광주시,중대동,광주사랑카드,60
2019-05,경기도,광주시,직동,광주사랑카드,2
2019-05,경기도,광주시,초월읍,광주사랑카드,250
2019-05,경기도,광주시,탄벌동,광주사랑카드,126
2019-05,경기도,광주시,태전동,광주사랑카드,244
2019-05,경기도,광주시,퇴촌면,광주사랑카드,107
2019-05,경기도,광주시,회덕동,광주사랑카드,24
2019-05,경기도,구리시,갈매동,구리사랑카드,133
2019-05,경기도,구리시,갈매동,Thank You Pay-N,1
2019-05,경기도,구리시,교문동,구리사랑카드,231
2019-05,경기도,구리시,교문동,Thank You Pay-N,1
2019-05,경기도,구리시,교문동,의정부사랑카드,1
2019-05,경기도,구리시,사노동,오산화폐 오색전,36
2019-05,경기도,구리시,사노동,구리사랑카드,4
2019-05,경기도,구리시,수택동,구리사랑카드,362
2019-05,경기도,구리시,아천동,구리사랑카드,2
2019-05,경기도,구리시,인창동,구리사랑카드,306
2019-05,경기도,구리시,토평동,구리사랑카드,29
2019-05,경기도,군포시,금정동,군포愛머니,2563
2019-05,경기도,군포시,당동,군포愛머니,3563
2019-05,경기도,군포시,당정동,군포愛머니,579
2019-05,경기도,군포시,대야미동,군포愛머니,245
2019-05,경기도,군포시,도마교동,군포愛머니,79
2019-05,경기도,군포시,둔대동,군포愛머니,31
2019-05,경기도,군포시,부곡동,군포愛머니,423
2019-05,경기도,군포시,산본동,군포愛머니,17743
2019-05,경기도,군포시,산본동,행복화성지역화폐,2
2019-05,경기도,군포시,산본동,과천화폐 과천토리,1
2019-05,경기도,군포시,속달동,군포愛머니,87
2019-05,경기도,남양주시,금곡동,Thank You Pay-N,1316
2019-05,경기도,남양주시,다산동,Thank You Pay-N,2188
2019-05,경기도,남양주시,다산동,구리사랑카드,1
2019-05,경기도,남양주시,별내동,Thank You Pay-N,907
2019-05,경기도,남양주시,별내면,Thank You Pay-N,311
2019-05,경기도,남양주시,수동면,Thank You Pay-N,78
2019-05,경기도,남양주시,수석동,Thank You Pay-N,34
2019-05,경기도,남양주시,오남읍,Thank You Pay-N,606
2019-05,경기도,남양주시,와부읍,Thank You Pay-N,859
2019-05,경기도,남양주시,일패동,Thank You Pay-N,45
2019-05,경기도,남양주시,조안면,Thank You Pay-N,47
2019-05,경기도,남양주시,진건읍,Thank You Pay-N,486
2019-05,경기도,남양주시,진접읍,Thank You Pay-N,1071
2019-05,경기도,남양주시,퇴계원읍,Thank You Pay-N,378
2019-05,경기도,남양주시,평내동,Thank You Pay-N,1095
2019-05,경기도,남양주시,호평동,Thank You Pay-N,978
2019-05,경기도,남양주시,화도읍,Thank You Pay-N,1670
2019-05,경기도,남양주시,화도읍,양평통보,4
2019-05,경기도,동두천시,동두천동,동두천사랑카드,33
2019-05,경기도,동두천시,보산동,동두천사랑카드,19
2019-05,경기도,동두천시,상패동,동두천사랑카드,38
2019-05,경기도,동두천시,생연동,동두천사랑카드,838
2019-05,경기도,동두천시,송내동,동두천사랑카드,169
2019-05,경기도,동두천시,안흥동,동두천사랑카드,6
2019-05,경기도,동두천시,지행동,동두천사랑카드,1389
2019-05,경기도,동두천시,지행동,하남하머니,3
2019-05,경기도,부천시,고강동,부천페이,765
2019-05,경기도,부천시,괴안동,부천페이,741
2019-05,경기도,부천시,내동,부천페이,81
2019-05,경기도,부천시,도당동,부천페이,456
2019-05,경기도,부천시,도당동,군포愛머니,27
2019-05,경기도,부천시,범박동,부천페이,343
2019-05,경기도,부천시,삼정동,부천페이,271
2019-05,경기도,부천시,상동,부천페이,5646
2019-05,경기도,부천시,소사동,부천페이,22
2019-05,경기도,부천시,소사본동,부천페이,1114
2019-05,경기도,부천시,송내동,부천페이,828
2019-05,경기도,부천시,심곡동,부천페이,1138
2019-05,경기도,부천시,심곡본동,부천페이,824
2019-05,경기도,부천시,약대동,부천페이,72
2019-05,경기도,부천시,여월동,부천페이,114
2019-05,경기도,부천시,역곡동,부천페이,1958
2019-05,경기도,부천시,오정동,부천페이,310
2019-05,경기도,부천시,옥길동,부천페이,72
2019-05,경기도,부천시,원미동,부천페이,1145
2019-05,경기도,부천시,원종동,부천페이,1162
2019-05,경기도,부천시,작동,부천페이,92
2019-05,경기도,부천시,중동,부천페이,5627
2019-05,경기도,부천시,춘의동,부천페이,340
2019-05,경기도,성남시 분당구,금곡동,용인와이페이,1
2019-05,경기도,성남시 분당구,분당동,광주사랑카드,1
2019-05,경기도,성남시 수정구,창곡동,행복화성지역화폐,1
2019-05,경기도,수원시 권선구,고색동,수원페이,249
2019-05,경기도,수원시 권선구,곡반정동,수원페이,185
2019-05,경기도,수원시 권선구,구운동,수원페이,199
2019-05,경기도,수원시 권선구,권선동,수원페이,1307
2019-05,경기도,수원시 권선구,금곡동,수원페이,846
2019-05,경기도,수원시 권선구,당수동,수원페이,77
2019-05,경기도,수원시 권선구,서둔동,수원페이,145
2019-05,경기도,수원시 권선구,세류동,수원페이,361
2019-05,경기도,수원시 권선구,오목천동,수원페이,186
2019-05,경기도,수원시 권선구,입북동,수원페이,14
2019-05,경기도,수원시 권선구,탑동,수원페이,389
2019-05,경기도,수원시 권선구,평동,수원페이,9
2019-05,경기도,수원시 권선구,호매실동,수원페이,403
2019-05,경기도,수원시 영통구,망포동,수원페이,493
2019-05,경기도,수원시 영통구,망포동,오산화폐 오색전,28
2019-05,경기도,수원시 영통구,매탄동,수원페이,1816
2019-05,경기도,수원시 영통구,매탄동,군포愛머니,1
2019-05,경기도,수원시 영통구,신동,수원페이,21
2019-05,경기도,수원시 영통구,영통동,수원페이,1632
2019-05,경기도,수원시 영통구,원천동,수원페이,616
2019-05,경기도,수원시 영통구,원천동,행복화성지역화폐,1
2019-05,경기도,수원시 영통구,이의동,수원페이,1327
2019-05,경기도,수원시 영통구,이의동,용인와이페이,6
2019-05,경기도,수원시 영통구,하동,수원페이,264
2019-05,경기도,수원시 장안구,상광교동,수원페이,23
2019-05,경기도,수원시 장안구,송죽동,수원페이,322
2019-05,경기도,수원시 장안구,연무동,수원페이,194
2019-05,경기도,수원시 장안구,영화동,수원페이,471
2019-05,경기도,수원시 장안구,율전동,수원페이,536
2019-05,경기도,수원시 장안구,이목동,수원페이,43
2019-05,경기도,수원시 장안구,정자동,수원페이,1458
2019-05,경기도,수원시 장안구,조원동,수원페이,877
2019-05,경기도,수원시 장안구,천천동,수원페이,565
2019-05,경기도,수원시 장안구,파장동,수원페이,534
2019-05,경기도,수원시 장안구,하광교동,수원페이,14
2019-05,경기도,수원시 팔달구,고등동,수원페이,239
2019-05,경기도,수원시 팔달구,교동,수원페이,133
2019-05,경기도,수원시 팔달구,남수동,수원페이,54
2019-05,경기도,수원시 팔달구,매교동,수원페이,6
2019-05,경기도,수원시 팔달구,매산로1가,수원페이,43
2019-05,경기도,수원시 팔달구,매산로3가,수원페이,116
2019-05,경기도,수원시 팔달구,매향동,수원페이,77
2019-05,경기도,수원시 팔달구,신풍동,수원페이,60
2019-05,경기도,수원시 팔달구,우만동,수원페이,925
2019-05,경기도,수원시 팔달구,인계동,수원페이,1626
2019-05,경기도,수원시 팔달구,장안동,수원페이,45
2019-05,경기도,수원시 팔달구,지동,수원페이,301
2019-05,경기도,수원시 팔달구,화서동,수원페이,1175
2019-05,경기도,시흥시,계수동,부천페이,6
2019-05,경기도,시흥시,은행동,부천페이,1
2019-05,경기도,시흥시,정왕동,안산사랑상품권 다온,3
2019-05,경기도,안산시 단원구,고잔동,안산사랑상품권 다온,5225
2019-05,경기도,안산시 단원구,대부남동,안산사랑상품권 다온,3
2019-05,경기도,안산시 단원구,대부동동,안산사랑상품권 다온,8
2019-05,경기도,안산시 단원구,대부북동,안산사랑상품권 다온,38
2019-05,경기도,안산시 단원구,목내동,안산사랑상품권 다온,8
2019-05,경기도,안산시 단원구,선감동,안산사랑상품권 다온,14
2019-05,경기도,안산시 단원구,선부동,안산사랑상품권 다온,939
2019-05,경기도,안산시 단원구,선부동,양주사랑카드,2
2019-05,경기도,안산시 단원구,성곡동,안산사랑상품권 다온,6
2019-05,경기도,안산시 단원구,신길동,안산사랑상품권 다온,279
2019-05,경기도,안산시 단원구,와동,안산사랑상품권 다온,343
2019-05,경기도,안산시 단원구,원곡동,안산사랑상품권 다온,377
2019-05,경기도,안산시 단원구,원시동,안산사랑상품권 다온,40
2019-05,경기도,안산시 단원구,초지동,안산사랑상품권 다온,1215
2019-05,경기도,안산시 상록구,본오동,안산사랑상품권 다온,1357
2019-05,경기도,안산시 상록구,부곡동,안산사랑상품권 다온,226
2019-05,경기도,안산시 상록구,사동,안산사랑상품권 다온,1391
2019-05,경기도,안산시 상록구,사사동,안산사랑상품권 다온,13
2019-05,경기도,안산시 상록구,성포동,안산사랑상품권 다온,542
2019-05,경기도,안산시 상록구,수암동,안산사랑상품권 다온,1
2019-05,경기도,안산시 상록구,월피동,안산사랑상품권 다온,514
2019-05,경기도,안산시 상록구,이동,안산사랑상품권 다온,827
2019-05,경기도,안산시 상록구,일동,안산사랑상품권 다온,300
2019-05,경기도,안산시 상록구,팔곡이동,안산사랑상품권 다온,15
2019-05,경기도,안산시 상록구,팔곡일동,안산사랑상품권 다온,11
2019-05,경기도,안성시,공도읍,안성사랑카드,730
2019-05,경기도,안성시,금광면,안성사랑카드,34
2019-05,경기도,안성시,금산동,안성사랑카드,69
2019-05,경기도,안성시,당왕동,안성사랑카드,100
2019-05,경기도,안성시,대덕면,안성사랑카드,129
2019-05,경기도,안성시,미양면,안성사랑카드,49
2019-05,경기도,안성시,보개면,안성사랑카드,37
2019-05,경기도,안성시,삼죽면,안성사랑카드,26
2019-05,경기도,안성시,서운면,안성사랑카드,14
2019-05,경기도,안성시,석정동,안성사랑카드,21
2019-05,경기도,안성시,신건지동,안성사랑카드,39
2019-05,경기도,안성시,양성면,안성사랑카드,54
2019-05,경기도,안성시,원곡면,안성사랑카드,39
2019-05,경기도,안성시,일죽면,안성사랑카드,73
2019-05,경기도,안성시,죽산면,안성사랑카드,39
2019-05,경기도,안성시,중리동,안성사랑카드,7
2019-05,경기도,안양시 동안구,관양동,과천화폐 과천토리,1
2019-05,경기도,양주시,고암동,양주사랑카드,459
2019-05,경기도,양주시,광사동,양주사랑카드,2074
2019-05,경기도,양주시,광적면,양주사랑카드,507
2019-05,경기도,양주시,남면,양주사랑카드,187
2019-05,경기도,양주시,남방동,양주사랑카드,6
2019-05,경기도,양주시,덕계동,양주사랑카드,566
2019-05,경기도,양주시,덕정동,양주사랑카드,1278
2019-05,경기도,양주시,만송동,양주사랑카드,104
2019-05,경기도,양주시,백석읍,양주사랑카드,494
2019-05,경기도,양주시,백석읍,의정부사랑카드,1
2019-05,경기도,양주시,봉양동,양주사랑카드,10
2019-05,경기도,양주시,산북동,양주사랑카드,52
2019-05,경기도,양주시,삼숭동,양주사랑카드,431
2019-05,경기도,양주시,삼숭동,의정부사랑카드,1
2019-05,경기도,양주시,어둔동,양주사랑카드,1
2019-05,경기도,양주시,옥정동,양주사랑카드,2654
2019-05,경기도,양주시,은현면,양주사랑카드,89
2019-05,경기도,양주시,장흥면,양주사랑카드,64
2019-05,경기도,양주시,장흥면,행복화성지역화폐,1
2019-05,경기도,양주시,회암동,양주사랑카드,26
2019-05,경기도,양주시,회정동,양주사랑카드,82
2019-05,경기도,양평군,강상면,양평통보,1096
2019-05,경기도,양평군,강하면,양평통보,197
2019-05,경기도,양평군,개군면,양평통보,217
2019-05,경기도,양평군,단월면,양평통보,16
2019-05,경기도,양평군,서종면,양평통보,229
2019-05,경기도,양평군,양동면,양평통보,71
2019-05,경기도,양평군,양서면,양평통보,641
2019-05,경기도,양평군,양평읍,양평통보,9229
2019-05,경기도,양평군,옥천면,양평통보,568
2019-05,경기도,양평군,용문면,양평통보,2088
2019-05,경기도,양평군,지평면,양평통보,160
2019-05,경기도,양평군,청운면,양평통보,50
2019-05,경기도,여주시,가남읍,여주사랑카드,170
2019-05,경기도,여주시,강천면,여주사랑카드,5
2019-05,경기도,여주시,교동,여주사랑카드,225
2019-05,경기도,여주시,금사면,여주사랑카드,2
2019-05,경기도,여주시,능서면,여주사랑카드,31
2019-05,경기도,여주시,대신면,여주사랑카드,48
2019-05,경기도,여주시,북내면,여주사랑카드,8
2019-05,경기도,여주시,산북면,여주사랑카드,4
2019-05,경기도,여주시,상동,여주사랑카드,49
2019-05,경기도,여주시,점동면,여주사랑카드,62
2019-05,경기도,여주시,하동,여주사랑카드,315
2019-05,경기도,여주시,현암동,여주사랑카드,30
2019-05,경기도,여주시,홍문동,여주사랑카드,414
2019-05,경기도,여주시,흥천면,여주사랑카드,4
2019-05,경기도,연천군,군남면,연천사랑상품권,2
2019-05,경기도,연천군,신서면,연천사랑상품권,3
2019-05,경기도,연천군,연천읍,연천사랑상품권,32
2019-05,경기도,연천군,전곡읍,연천사랑상품권,68
2019-05,경기도,연천군,청산면,연천사랑상품권,3
2019-05,경기도,오산시,가장동,오산화폐 오색전,7
2019-05,경기도,오산시,가장동,행복화성지역화폐,1
2019-05,경기도,오산시,갈곶동,오산화폐 오색전,95
2019-05,경기도,오산시,궐동,오산화폐 오색전,364
2019-05,경기도,오산시,금암동,오산화폐 오색전,273
2019-05,경기도,오산시,내삼미동,오산화폐 오색전,30
2019-05,경기도,오산시,서랑동,오산화폐 오색전,2
2019-05,경기도,오산시,세교동,오산화폐 오색전,55
2019-05,경기도,오산시,양산동,오산화폐 오색전,35
2019-05,경기도,오산시,오산동,오산화폐 오색전,2727
2019-05,경기도,오산시,원동,오산화폐 오색전,1580
2019-05,경기도,오산시,원동,행복화성지역화폐,6
2019-05,경기도,용인시 기흥구,고매동,용인와이페이,37
2019-05,경기도,용인시 기흥구,공세동,용인와이페이,59
2019-05,경기도,용인시 기흥구,구갈동,용인와이페이,854
2019-05,경기도,용인시 기흥구,농서동,용인와이페이,12
2019-05,경기도,용인시 기흥구,동백동,용인와이페이,379
2019-05,경기도,용인시 기흥구,마북동,용인와이페이,201
2019-05,경기도,용인시 기흥구,보라동,용인와이페이,42
2019-05,경기도,용인시 기흥구,보정동,용인와이페이,360
2019-05,경기도,용인시 기흥구,상갈동,용인와이페이,114
2019-05,경기도,용인시 기흥구,상하동,용인와이페이,131
2019-05,경기도,용인시 기흥구,서천동,용인와이페이,79
2019-05,경기도,용인시 기흥구,신갈동,용인와이페이,296
2019-05,경기도,용인시 기흥구,언남동,용인와이페이,65
2019-05,경기도,용인시 기흥구,영덕동,용인와이페이,489
2019-05,경기도,용인시 기흥구,중동,용인와이페이,873
2019-05,경기도,용인시 기흥구,중동,수원페이,2
2019-05,경기도,용인시 기흥구,지곡동,용인와이페이,13
2019-05,경기도,용인시 기흥구,청덕동,용인와이페이,110
2019-05,경기도,용인시 수지구,고기동,용인와이페이,17
2019-05,경기도,용인시 수지구,동천동,용인와이페이,256
2019-05,경기도,용인시 수지구,상현동,용인와이페이,546
2019-05,경기도,용인시 수지구,성복동,용인와이페이,83
2019-05,경기도,용인시 수지구,신봉동,용인와이페이,382
2019-05,경기도,용인시 수지구,죽전동,용인와이페이,756
2019-05,경기도,용인시 수지구,죽전동,행복화성지역화폐,1
2019-05,경기도,용인시 수지구,풍덕천동,용인와이페이,1004
2019-05,경기도,용인시 처인구,고림동,용인와이페이,32
2019-05,경기도,용인시 처인구,김량장동,용인와이페이,855
2019-05,경기도,용인시 처인구,남동,용인와이페이,45
2019-05,경기도,용인시 처인구,남사면,용인와이페이,246
2019-05,경기도,용인시 처인구,마평동,용인와이페이,156
2019-05,경기도,용인시 처인구,모현읍,용인와이페이,90
2019-05,경기도,용인시 처인구,백암면,용인와이페이,34
2019-05,경기도,용인시 처인구,삼가동,용인와이페이,151
2019-05,경기도,용인시 처인구,양지면,용인와이페이,132
2019-05,경기도,용인시 처인구,역북동,용인와이페이,598
2019-05,경기도,용인시 처인구,원삼면,용인와이페이,36
2019-05,경기도,용인시 처인구,유방동,용인와이페이,42
2019-05,경기도,용인시 처인구,이동읍,용인와이페이,105
2019-05,경기도,용인시 처인구,포곡읍,용인와이페이,269
2019-05,경기도,의정부시,가능동,의정부사랑카드,421
2019-05,경기도,의정부시,가능동,양주사랑카드,3
2019-05,경기도,의정부시,금오동,의정부사랑카드,969
2019-05,경기도,의정부시,낙양동,의정부사랑카드,113
2019-05,경기도,의정부시,녹양동,의정부사랑카드,319
2019-05,경기도,의정부시,민락동,의정부사랑카드,485
2019-05,경기도,의정부시,산곡동,의정부사랑카드,10
2019-05,경기도,의정부시,신곡동,의정부사랑카드,2029
2019-05,경기도,의정부시,용현동,의정부사랑카드,223
2019-05,경기도,의정부시,의정부동,의정부사랑카드,2399
2019-05,경기도,의정부시,자일동,의정부사랑카드,22
2019-05,경기도,의정부시,장암동,의정부사랑카드,198
2019-05,경기도,의정부시,호원동,의정부사랑카드,1148
2019-05,경기도,이천시,갈산동,이천사랑지역화폐,32
2019-05,경기도,이천시,관고동,이천사랑지역화폐,34
2019-05,경기도,이천시,대월면,이천사랑지역화폐,35
2019-05,경기도,이천시,마장면,이천사랑지역화폐,38
2019-05,경기도,이천시,모가면,이천사랑지역화폐,6
2019-05,경기도,이천시,백사면,이천사랑지역화폐,4
2019-05,경기도,이천시,부발읍,이천사랑지역화폐,197
2019-05,경기도,이천시,설성면,이천사랑지역화폐,4
2019-05,경기도,이천시,송정동,이천사랑지역화폐,54
2019-05,경기도,이천시,신둔면,이천사랑지역화폐,37
2019-05,경기도,이천시,안흥동,이천사랑지역화폐,22
2019-05,경기도,이천시,장호원읍,이천사랑지역화폐,27
2019-05,경기도,이천시,장호원읍,여주사랑카드,4
2019-05,경기도,이천시,중리동,이천사랑지역화폐,217
2019-05,경기도,이천시,증포동,이천사랑지역화폐,74
2019-05,경기도,이천시,창전동,이천사랑지역화폐,310
2019-05,경기도,이천시,호법면,이천사랑지역화폐,5
2019-05,경기도,파주시,금촌동,파주 Pay(파주페이),7
2019-05,경기도,파주시,동패동,파주 Pay(파주페이),3
2019-05,경기도,파주시,목동동,파주 Pay(파주페이),6
2019-05,경기도,파주시,목동동,부천페이,1
2019-05,경기도,파주시,문발동,파주 Pay(파주페이),1
2019-05,경기도,파주시,문산읍,파주 Pay(파주페이),1
2019-05,경기도,파주시,아동동,파주 Pay(파주페이),2
2019-05,경기도,파주시,적성면,파주 Pay(파주페이),2
2019-05,경기도,파주시,조리읍,파주 Pay(파주페이),1
2019-05,경기도,평택시,비전동,오산화폐 오색전,2
2019-05,경기도,평택시,비전동,행복화성지역화폐,1
2019-05,경기도,평택시,서탄면,행복화성지역화폐,5
2019-05,경기도,평택시,지산동,용인와이페이,1
2019-05,경기도,포천시,일동면,동두천사랑카드,3
2019-05,경기도,하남시,덕풍동,하남하머니,1291
2019-05,경기도,하남시,망월동,하남하머니,3103
2019-05,경기도,하남시,배알미동,하남하머니,3
2019-05,경기도,하남시,상산곡동,하남하머니,20
2019-05,경기도,하남시,선동,하남하머니,87
2019-05,경기도,하남시,신장동,하남하머니,2068
2019-05,경기도,하남시,창우동,하남하머니,250
2019-05,경기도,하남시,초이동,하남하머니,27
2019-05,경기도,하남시,춘궁동,하남하머니,35
2019-05,경기도,하남시,풍산동,하남하머니,825
2019-05,경기도,하남시,하사창동,하남하머니,1
2019-05,경기도,하남시,학암동,하남하머니,17
2019-05,경기도,화성시,기산동,행복화성지역화폐,8
2019-05,경기도,화성시,기안동,행복화성지역화폐,51
2019-05,경기도,화성시,남양읍,행복화성지역화폐,977
2019-05,경기도,화성시,능동,행복화성지역화폐,1087
2019-05,경기도,화성시,마도면,행복화성지역화폐,106
2019-05,경기도,화성시,매송면,행복화성지역화폐,6
2019-05,경기도,화성시,목동,행복화성지역화폐,380
2019-05,경기도,화성시,반송동,행복화성지역화폐,4858
2019-05,경기도,화성시,반송동,수원페이,7
2019-05,경기도,화성시,반월동,행복화성지역화폐,405
2019-05,경기도,화성시,반월동,오산화폐 오색전,1
2019-05,경기도,화성시,병점동,행복화성지역화폐,703
2019-05,경기도,화성시,봉담읍,행복화성지역화폐,1132
2019-05,경기도,화성시,비봉면,행복화성지역화폐,21
2019-05,경기도,화성시,산척동,행복화성지역화폐,672
2019-05,경기도,화성시,산척동,수원페이,2
2019-05,경기도,화성시,산척동,용인와이페이,2
2019-05,경기도,화성시,새솔동,행복화성지역화폐,107
2019-05,경기도,화성시,새솔동,수원페이,3
2019-05,경기도,화성시,서신면,행복화성지역화폐,46
2019-05,경기도,화성시,석우동,행복화성지역화폐,335
2019-05,경기도,화성시,송동,행복화성지역화폐,91
2019-05,경기도,화성시,송산동,행복화성지역화폐,14
2019-05,경기도,화성시,송산면,행복화성지역화폐,87
2019-05,경기도,화성시,안녕동,행복화성지역화폐,64
2019-05,경기도,화성시,양감면,행복화성지역화폐,43
2019-05,경기도,화성시,영천동,행복화성지역화폐,1707
2019-05,경기도,화성시,영천동,오산화폐 오색전,1
2019-05,경기도,화성시,오산동,행복화성지역화폐,1176
2019-05,경기도,화성시,우정읍,행복화성지역화폐,162
2019-05,경기도,화성시,장안면,행복화성지역화폐,62
2019-05,경기도,화성시,장지동,행복화성지역화폐,215
2019-05,경기도,화성시,정남면,행복화성지역화폐,63
2019-05,경기도,화성시,진안동,행복화성지역화폐,538
2019-05,경기도,화성시,청계동,행복화성지역화폐,2344
2019-05,경기도,화성시,팔탄면,행복화성지역화폐,90
2019-05,경기도,화성시,향남읍,행복화성지역화폐,1911
2019-06,경기도,가평군,가평읍,가평사랑상품권,1132
2019-06,경기도,가평군,가평읍,Thank You Pay-N,3
2019-06,경기도,가평군,북면,가평사랑상품권,21
2019-06,경기도,가평군,상면,가평사랑상품권,15
2019-06,경기도,가평군,설악면,가평사랑상품권,38
2019-06,경기도,가평군,조종면,가평사랑상품권,115
2019-06,경기도,가평군,청평면,가평사랑상품권,223
2019-06,경기도,고양시 덕양구,고양동,고양페이카드,60
2019-06,경기도,고양시 덕양구,관산동,고양페이카드,70
2019-06,경기도,고양시 덕양구,내유동,고양페이카드,15
2019-06,경기도,고양시 덕양구,대자동,고양페이카드,7
2019-06,경기도,고양시 덕양구,대장동,고양페이카드,19
2019-06,경기도,고양시 덕양구,도내동,고양페이카드,22
2019-06,경기도,고양시 덕양구,동산동,고양페이카드,120
2019-06,경기도,고양시 덕양구,벽제동,고양페이카드,15
2019-06,경기도,고양시 덕양구,삼송동,고양페이카드,120
2019-06,경기도,고양시 덕양구,성사동,고양페이카드,768
2019-06,경기도,고양시 덕양구,신원동,고양페이카드,280
2019-06,경기도,고양시 덕양구,오금동,고양페이카드,1
2019-06,경기도,고양시 덕양구,용두동,고양페이카드,24
2019-06,경기도,고양시 덕양구,원당동,고양페이카드,54
2019-06,경기도,고양시 덕양구,원흥동,고양페이카드,70
2019-06,경기도,고양시 덕양구,주교동,고양페이카드,820
2019-06,경기도,고양시 덕양구,지축동,고양페이카드,5
2019-06,경기도,고양시 덕양구,토당동,고양페이카드,345
2019-06,경기도,고양시 덕양구,행신동,고양페이카드,1435
2019-06,경기도,고양시 덕양구,향동동,고양페이카드,7
2019-06,경기도,고양시 덕양구,화전동,고양페이카드,15
2019-06,경기도,고양시 덕양구,화정동,고양페이카드,1881
2019-06,경기도,고양시 일산동구,마두동,고양페이카드,440
2019-06,경기도,고양시 일산동구,문봉동,고양페이카드,4
2019-06,경기도,고양시 일산동구,백석동,고양페이카드,909
2019-06,경기도,고양시 일산동구,사리현동,고양페이카드,14
2019-06,경기도,고양시 일산동구,설문동,고양페이카드,3
2019-06,경기도,고양시 일산동구,성석동,고양페이카드,50
2019-06,경기도,고양시 일산동구,식사동,고양페이카드,292
2019-06,경기도,고양시 일산동구,장항동,고양페이카드,1170
2019-06,경기도,고양시 일산동구,정발산동,고양페이카드,430
2019-06,경기도,고양시 일산동구,정발산동,행복화성지역화폐,1
2019-06,경기도,고양시 일산동구,중산동,고양페이카드,369
2019-06,경기도,고양시 일산동구,풍동,고양페이카드,416
2019-06,경기도,고양시 일산서구,가좌동,고양페이카드,271
2019-06,경기도,고양시 일산서구,구산동,고양페이카드,14
2019-06,경기도,고양시 일산서구,대화동,고양페이카드,1183
2019-06,경기도,고양시 일산서구,덕이동,고양페이카드,258
2019-06,경기도,고양시 일산서구,법곳동,고양페이카드,2
2019-06,경기도,고양시 일산서구,일산동,고양페이카드,921
2019-06,경기도,고양시 일산서구,일산동,파주 Pay(파주페이),1
2019-06,경기도,고양시 일산서구,주엽동,고양페이카드,798
2019-06,경기도,고양시 일산서구,탄현동,고양페이카드,776
2019-06,경기도,과천시,갈현동,과천화폐 과천토리,61
2019-06,경기도,과천시,과천동,과천화폐 과천토리,236
2019-06,경기도,과천시,문원동,과천화폐 과천토리,191
2019-06,경기도,과천시,별양동,과천화폐 과천토리,3183
2019-06,경기도,과천시,주암동,과천화폐 과천토리,18
2019-06,경기도,과천시,중앙동,과천화폐 과천토리,1353
2019-06,경기도,광명시,가학동,광명사랑화폐,28
2019-06,경기도,광명시,광명동,광명사랑화폐,3427
2019-06,경기도,광명시,노온사동,광명사랑화폐,11
2019-06,경기도,광명시,소하동,광명사랑화폐,1680
2019-06,경기도,광명시,옥길동,광명사랑화폐,1
2019-06,경기도,광명시,일직동,광명사랑화폐,260
2019-06,경기도,광명시,철산동,광명사랑화폐,2135
2019-06,경기도,광명시,하안동,광명사랑화폐,1712
2019-06,경기도,광주시,경안동,광주사랑카드,679
2019-06,경기도,광주시,곤지암읍,광주사랑카드,143
2019-06,경기도,광주시,남종면,광주사랑카드,12
2019-06,경기도,광주시,남한산성면,광주사랑카드,57
2019-06,경기도,광주시,도척면,광주사랑카드,29
