년월,시도명,시군구명,동명,결제상품명,사용빈도
2019-03,경기도,양주시,장흥면,양주사랑카드,3
2019-04,경기도,가평군,가평읍,가평사랑상품권,123
2019-04,경기도,가평군,북면,가평사랑상품권,6
2019-04,경기도,가평군,북면,수원페이,1
2019-04,경기도,가평군,북면,오산화폐 오색전,1
2019-04,경기도,가평군,상면,가평사랑상품권,1
2019-04,경기도,가평군,설악면,고양페이카드,1
2019-04,경기도,가평군,조종면,가평사랑상품권,3
2019-04,경기도,가평군,청평면,가평사랑상품권,17
2019-04,경기도,고양시 덕양구,고양동,고양페이카드,5
2019-04,경기도,고양시 덕양구,동산동,고양페이카드,9
2019-04,경기도,고양시 덕양구,벽제동,고양페이카드,2
2019-04,경기도,고양시 덕양구,삼송동,고양페이카드,6
2019-04,경기도,고양시 덕양구,성사동,고양페이카드,17
2019-04,경기도,고양시 덕양구,성사동,수원페이,6
2019-04,경기도,고양시 덕양구,성사동,용인와이페이,2
2019-04,경기도,고양시 덕양구,성사동,안산사랑상품권 다온,1
2019-04,경기도,고양시 덕양구,성사동,과천화폐 과천토리,1
2019-04,경기도,고양시 덕양구,성사동,의정부사랑카드,1
2019-04,경기도,고양시 덕양구,신원동,고양페이카드,7
2019-04,경기도,고양시 덕양구,오금동,고양페이카드,1
2019-04,경기도,고양시 덕양구,용두동,고양페이카드,1
2019-04,경기도,고양시 덕양구,원당동,고양페이카드,3
2019-04,경기도,고양시 덕양구,원흥동,고양페이카드,1
2019-04,경기도,고양시 덕양구,주교동,고양페이카드,35
2019-04,경기도,고양시 덕양구,토당동,고양페이카드,3
2019-04,경기도,고양시 덕양구,행신동,고양페이카드,41
2019-04,경기도,고양시 덕양구,화정동,고양페이카드,59
2019-04,경기도,고양시 일산동구,마두동,고양페이카드,11
2019-04,경기도,고양시 일산동구,백석동,고양페이카드,27
2019-04,경기도,고양시 일산동구,성석동,고양페이카드,3
2019-04,경기도,고양시 일산동구,식사동,고양페이카드,6
2019-04,경기도,고양시 일산동구,장항동,고양페이카드,55
2019-04,경기도,고양시 일산동구,정발산동,고양페이카드,8
2019-04,경기도,고양시 일산동구,중산동,고양페이카드,9
2019-04,경기도,고양시 일산동구,풍동,고양페이카드,4
2019-04,경기도,고양시 일산동구,풍동,부천페이,3
2019-04,경기도,고양시 일산서구,가좌동,고양페이카드,5
2019-04,경기도,고양시 일산서구,대화동,고양페이카드,40
2019-04,경기도,고양시 일산서구,덕이동,고양페이카드,5
2019-04,경기도,고양시 일산서구,일산동,고양페이카드,26
2019-04,경기도,고양시 일산서구,일산동,수원페이,17
2019-04,경기도,고양시 일산서구,일산동,가평사랑상품권,3
2019-04,경기도,고양시 일산서구,일산동,안산사랑상품권 다온,2
2019-04,경기도,고양시 일산서구,일산동,Thank You Pay-N,2
2019-04,경기도,고양시 일산서구,일산동,행복화성지역화폐,1
2019-04,경기도,고양시 일산서구,일산동,의정부사랑카드,1
2019-04,경기도,고양시 일산서구,일산동,용인와이페이,1
2019-04,경기도,고양시 일산서구,일산동,파주 Pay(파주페이),1
2019-04,경기도,고양시 일산서구,주엽동,고양페이카드,16
2019-04,경기도,고양시 일산서구,주엽동,수원페이,4
2019-04,경기도,고양시 일산서구,주엽동,광명사랑화폐,1
2019-04,경기도,고양시 일산서구,주엽동,양주사랑카드,1
2019-04,경기도,고양시 일산서구,주엽동,용인와이페이,1
2019-04,경기도,고양시 일산서구,탄현동,고양페이카드,18
2019-04,경기도,과천시,갈현동,과천화폐 과천토리,1
2019-04,경기도,과천시,과천동,과천화폐 과천토리,4
2019-04,경기도,과천시,문원동,과천화폐 과천토리,5
2019-04,경기도,과천시,별양동,과천화폐 과천토리,103
2019-04,경기도,과천시,별양동,수원페이,5
2019-04,경기도,과천시,별양동,여주사랑카드,2
2019-04,경기도,과천시,별양동,오산화폐 오색전,1
2019-04,경기도,과천시,별양동,하남하머니,1
2019-04,경기도,과천시,별양동,Thank You Pay-N,1
2019-04,경기도,과천시,주암동,과천화폐 과천토리,1
2019-04,경기도,과천시,중앙동,과천화폐 과천토리,40
2019-04,경기도,광명시,가학동,광명사랑화폐,11
2019-04,경기도,광명시,광명동,광명사랑화폐,1376
2019-04,경기도,광명시,노온사동,광명사랑화폐,10
2019-04,경기도,광명시,소하동,광명사랑화폐,724
2019-04,경기도,광명시,옥길동,광명사랑화폐,2
2019-04,경기도,광명시,일직동,광명사랑화폐,68
2019-04,경기도,광명시,철산동,광명사랑화폐,826
2019-04,경기도,광명시,하안동,광명사랑화폐,649
2019-04,경기도,광주시,경안동,광주사랑카드,109
2019-04,경기도,광주시,곤지암읍,광주사랑카드,30
2019-04,경기도,광주시,남종면,광주사랑카드,2
2019-04,경기도,광주시,남한산성면,광주사랑카드,5
2019-04,경기도,광주시,도척면,광주사랑카드,3
2019-04,경기도,광주시,목현동,광주사랑카드,16
2019-04,경기도,광주시,송정동,광주사랑카드,112
2019-04,경기도,광주시,쌍령동,광주사랑카드,27
2019-04,경기도,광주시,역동,광주사랑카드,4
2019-04,경기도,광주시,오포읍,광주사랑카드,97
2019-04,경기도,광주시,오포읍,수원페이,21
2019-04,경기도,광주시,오포읍,용인와이페이,8
2019-04,경기도,광주시,오포읍,의정부사랑카드,4
2019-04,경기도,광주시,오포읍,과천화폐 과천토리,3
2019-04,경기도,광주시,오포읍,안산사랑상품권 다온,2
2019-04,경기도,광주시,오포읍,하남하머니,2
2019-04,경기도,광주시,오포읍,광명사랑화폐,2
2019-04,경기도,광주시,오포읍,행복화성지역화폐,2
2019-04,경기도,광주시,오포읍,여주사랑카드,1
2019-04,경기도,광주시,오포읍,양평통보,1
2019-04,경기도,광주시,오포읍,가평사랑상품권,1
2019-04,경기도,광주시,중대동,광주사랑카드,12
2019-04,경기도,광주시,직동,광주사랑카드,1
2019-04,경기도,광주시,초월읍,광주사랑카드,59
2019-04,경기도,광주시,탄벌동,광주사랑카드,44
2019-04,경기도,광주시,태전동,광주사랑카드,59
2019-04,경기도,광주시,퇴촌면,광주사랑카드,31
2019-04,경기도,광주시,회덕동,광주사랑카드,7
2019-04,경기도,구리시,갈매동,Thank You Pay-N,1
2019-04,경기도,군포시,금정동,군포愛머니,859
2019-04,경기도,군포시,금정동,광주사랑카드,1
2019-04,경기도,군포시,금정동,의정부사랑카드,1
2019-04,경기도,군포시,금정동,수원페이,1
2019-04,경기도,군포시,금정동,행복화성지역화폐,1
2019-04,경기도,군포시,금정동,안산사랑상품권 다온,1
2019-04,경기도,군포시,금정동,파주 Pay(파주페이),1
2019-04,경기도,군포시,당동,군포愛머니,847
2019-04,경기도,군포시,당정동,군포愛머니,187
2019-04,경기도,군포시,대야미동,군포愛머니,89
2019-04,경기도,군포시,도마교동,군포愛머니,21
2019-04,경기도,군포시,부곡동,군포愛머니,142
2019-04,경기도,군포시,산본동,군포愛머니,5144
2019-04,경기도,군포시,속달동,군포愛머니,29
2019-04,경기도,남양주시,금곡동,Thank You Pay-N,135
2019-04,경기도,남양주시,다산동,Thank You Pay-N,164
2019-04,경기도,남양주시,다산동,동두천사랑카드,1
2019-04,경기도,남양주시,별내동,Thank You Pay-N,82
2019-04,경기도,남양주시,별내면,Thank You Pay-N,23
2019-04,경기도,남양주시,수동면,수원페이,7
2019-04,경기도,남양주시,수동면,Thank You Pay-N,6
2019-04,경기도,남양주시,수동면,용인와이페이,1
2019-04,경기도,남양주시,수동면,부천페이,1
2019-04,경기도,남양주시,수동면,의정부사랑카드,1
2019-04,경기도,남양주시,수동면,행복화성지역화폐,1
2019-04,경기도,남양주시,수석동,Thank You Pay-N,1
2019-04,경기도,남양주시,오남읍,Thank You Pay-N,56
2019-04,경기도,남양주시,와부읍,Thank You Pay-N,70
2019-04,경기도,남양주시,일패동,Thank You Pay-N,2
2019-04,경기도,남양주시,조안면,Thank You Pay-N,5
2019-04,경기도,남양주시,진건읍,Thank You Pay-N,23
2019-04,경기도,남양주시,진접읍,Thank You Pay-N,101
2019-04,경기도,남양주시,진접읍,수원페이,15
2019-04,경기도,남양주시,진접읍,오산화폐 오색전,1
2019-04,경기도,남양주시,진접읍,행복화성지역화폐,1
2019-04,경기도,남양주시,진접읍,용인와이페이,1
2019-04,경기도,남양주시,진접읍,광주사랑카드,1
2019-04,경기도,남양주시,진접읍,군포愛머니,1
2019-04,경기도,남양주시,진접읍,양주사랑카드,1
2019-04,경기도,남양주시,퇴계원읍,Thank You Pay-N,36
2019-04,경기도,남양주시,평내동,Thank You Pay-N,93
2019-04,경기도,남양주시,호평동,Thank You Pay-N,70
2019-04,경기도,남양주시,화도읍,Thank You Pay-N,119
2019-04,경기도,남양주시,화도읍,양평통보,1
2019-04,경기도,동두천시,동두천동,동두천사랑카드,15
2019-04,경기도,동두천시,보산동,동두천사랑카드,10
2019-04,경기도,동두천시,상패동,동두천사랑카드,17
2019-04,경기도,동두천시,상패동,수원페이,16
2019-04,경기도,동두천시,상패동,용인와이페이,6
2019-04,경기도,동두천시,상패동,광주사랑카드,2
2019-04,경기도,동두천시,상패동,부천페이,2
2019-04,경기도,동두천시,상패동,광명사랑화폐,2
2019-04,경기도,동두천시,상패동,여주사랑카드,1
2019-04,경기도,동두천시,상패동,의정부사랑카드,1
2019-04,경기도,동두천시,상패동,오산화폐 오색전,1
2019-04,경기도,동두천시,상패동,안산사랑상품권 다온,1
2019-04,경기도,동두천시,상패동,군포愛머니,1
2019-04,경기도,동두천시,상패동,고양페이카드,1
2019-04,경기도,동두천시,상패동,Thank You Pay-N,1
2019-04,경기도,동두천시,상패동,행복화성지역화폐,1
2019-04,경기도,동두천시,생연동,동두천사랑카드,347
2019-04,경기도,동두천시,송내동,동두천사랑카드,48
2019-04,경기도,동두천시,안흥동,동두천사랑카드,1
2019-04,경기도,동두천시,지행동,동두천사랑카드,536
2019-04,경기도,부천시,고강동,부천페이,272
2019-04,경기도,부천시,괴안동,부천페이,284
2019-04,경기도,부천시,내동,부천페이,25
2019-04,경기도,부천시,도당동,부천페이,174
2019-04,경기도,부천시,도당동,군포愛머니,7
2019-04,경기도,부천시,범박동,부천페이,145
2019-04,경기도,부천시,삼정동,부천페이,121
2019-04,경기도,부천시,상동,부천페이,2211
2019-04,경기도,부천시,소사동,부천페이,8
2019-04,경기도,부천시,소사본동,부천페이,378
2019-04,경기도,부천시,송내동,부천페이,291
2019-04,경기도,부천시,심곡동,부천페이,344
2019-04,경기도,부천시,심곡본동,부천페이,274
2019-04,경기도,부천시,약대동,부천페이,30
2019-04,경기도,부천시,여월동,부천페이,56
2019-04,경기도,부천시,여월동,파주 Pay(파주페이),3
2019-04,경기도,부천시,여월동,수원페이,3
2019-04,경기도,부천시,여월동,Thank You Pay-N,2
2019-04,경기도,부천시,여월동,양평통보,1
2019-04,경기도,부천시,여월동,용인와이페이,1
2019-04,경기도,부천시,여월동,의정부사랑카드,1
2019-04,경기도,부천시,여월동,광주사랑카드,1
2019-04,경기도,부천시,역곡동,부천페이,807
2019-04,경기도,부천시,오정동,부천페이,100
2019-04,경기도,부천시,옥길동,부천페이,20
2019-04,경기도,부천시,원미동,부천페이,454
2019-04,경기도,부천시,원종동,부천페이,399
2019-04,경기도,부천시,작동,부천페이,35
2019-04,경기도,부천시,작동,수원페이,19
2019-04,경기도,부천시,작동,광명사랑화폐,4
2019-04,경기도,부천시,작동,Thank You Pay-N,3
2019-04,경기도,부천시,작동,용인와이페이,3
2019-04,경기도,부천시,작동,고양페이카드,2
2019-04,경기도,부천시,작동,하남하머니,2
2019-04,경기도,부천시,작동,의정부사랑카드,1
2019-04,경기도,부천시,작동,파주 Pay(파주페이),1
2019-04,경기도,부천시,작동,안산사랑상품권 다온,1
2019-04,경기도,부천시,작동,양주사랑카드,1
2019-04,경기도,부천시,작동,행복화성지역화폐,1
2019-04,경기도,부천시,작동,이천사랑지역화폐,1
2019-04,경기도,부천시,중동,부천페이,2102
2019-04,경기도,부천시,중동,수원페이,9
2019-04,경기도,부천시,중동,하남하머니,2
2019-04,경기도,부천시,중동,양주사랑카드,1
2019-04,경기도,부천시,중동,Thank You Pay-N,1
2019-04,경기도,부천시,중동,행복화성지역화폐,1
2019-04,경기도,부천시,중동,광주사랑카드,1
2019-04,경기도,부천시,중동,의정부사랑카드,1
2019-04,경기도,부천시,중동,안산사랑상품권 다온,1
2019-04,경기도,부천시,중동,용인와이페이,1
2019-04,경기도,부천시,춘의동,부천페이,110
2019-04,경기도,성남시 분당구,궁내동,하남하머니,1
2019-04,경기도,성남시 분당구,궁내동,군포愛머니,1
2019-04,경기도,성남시 분당구,정자동,용인와이페이,2
2019-04,경기도,성남시 수정구,창곡동,행복화성지역화폐,1
2019-04,경기도,성남시 중원구,은행동,수원페이,2
2019-04,경기도,성남시 중원구,은행동,용인와이페이,2
2019-04,경기도,성남시 중원구,은행동,군포愛머니,1
2019-04,경기도,성남시 중원구,은행동,안산사랑상품권 다온,1
2019-04,경기도,성남시 중원구,은행동,의정부사랑카드,1
2019-04,경기도,성남시 중원구,은행동,광주사랑카드,1
2019-04,경기도,수원시 권선구,고색동,수원페이,57
2019-04,경기도,수원시 권선구,곡반정동,수원페이,30
2019-04,경기도,수원시 권선구,구운동,수원페이,56
2019-04,경기도,수원시 권선구,구운동,안산사랑상품권 다온,4
2019-04,경기도,수원시 권선구,구운동,광주사랑카드,4
2019-04,경기도,수원시 권선구,구운동,의정부사랑카드,2
2019-04,경기도,수원시 권선구,구운동,Thank You Pay-N,2
2019-04,경기도,수원시 권선구,구운동,용인와이페이,2
2019-04,경기도,수원시 권선구,구운동,행복화성지역화폐,2
2019-04,경기도,수원시 권선구,구운동,고양페이카드,1
2019-04,경기도,수원시 권선구,구운동,광명사랑화폐,1
2019-04,경기도,수원시 권선구,구운동,오산화폐 오색전,1
2019-04,경기도,수원시 권선구,권선동,수원페이,319
2019-04,경기도,수원시 권선구,금곡동,수원페이,183
2019-04,경기도,수원시 권선구,당수동,수원페이,23
2019-04,경기도,수원시 권선구,서둔동,수원페이,19
2019-04,경기도,수원시 권선구,세류동,수원페이,98
2019-04,경기도,수원시 권선구,오목천동,수원페이,67
2019-04,경기도,수원시 권선구,입북동,수원페이,4
2019-04,경기도,수원시 권선구,탑동,수원페이,122
2019-04,경기도,수원시 권선구,호매실동,수원페이,105
2019-04,경기도,수원시 영통구,망포동,수원페이,117
2019-04,경기도,수원시 영통구,매탄동,수원페이,380
2019-04,경기도,수원시 영통구,매탄동,의정부사랑카드,1
2019-04,경기도,수원시 영통구,영통동,수원페이,304
2019-04,경기도,수원시 영통구,원천동,수원페이,141
2019-04,경기도,수원시 영통구,이의동,수원페이,272
2019-04,경기도,수원시 영통구,이의동,의정부사랑카드,5
2019-04,경기도,수원시 영통구,이의동,용인와이페이,2
2019-04,경기도,수원시 영통구,이의동,행복화성지역화폐,1
2019-04,경기도,수원시 영통구,이의동,여주사랑카드,1
2019-04,경기도,수원시 영통구,이의동,하남하머니,1
2019-04,경기도,수원시 영통구,이의동,광주사랑카드,1
2019-04,경기도,수원시 영통구,이의동,안산사랑상품권 다온,1
2019-04,경기도,수원시 영통구,이의동,군포愛머니,1
2019-04,경기도,수원시 영통구,하동,수원페이,47
2019-04,경기도,수원시 장안구,상광교동,수원페이,3
2019-04,경기도,수원시 장안구,송죽동,수원페이,112
2019-04,경기도,수원시 장안구,송죽동,군포愛머니,1
2019-04,경기도,수원시 장안구,송죽동,오산화폐 오색전,1
2019-04,경기도,수원시 장안구,연무동,수원페이,61
2019-04,경기도,수원시 장안구,연무동,광명사랑화폐,1
2019-04,경기도,수원시 장안구,연무동,오산화폐 오색전,1
2019-04,경기도,수원시 장안구,영화동,수원페이,153
2019-04,경기도,수원시 장안구,율전동,수원페이,115
2019-04,경기도,수원시 장안구,이목동,수원페이,10
2019-04,경기도,수원시 장안구,정자동,수원페이,353
2019-04,경기도,수원시 장안구,정자동,Thank You Pay-N,1
2019-04,경기도,수원시 장안구,정자동,파주 Pay(파주페이),1
2019-04,경기도,수원시 장안구,정자동,오산화폐 오색전,1
2019-04,경기도,수원시 장안구,정자동,부천페이,1
2019-04,경기도,수원시 장안구,정자동,의정부사랑카드,1
2019-04,경기도,수원시 장안구,조원동,수원페이,188
2019-04,경기도,수원시 장안구,천천동,수원페이,98
2019-04,경기도,수원시 장안구,파장동,수원페이,132
2019-04,경기도,수원시 장안구,하광교동,수원페이,6
2019-04,경기도,수원시 팔달구,고등동,수원페이,84
2019-04,경기도,수원시 팔달구,교동,수원페이,45
2019-04,경기도,수원시 팔달구,남수동,수원페이,19
2019-04,경기도,수원시 팔달구,매교동,수원페이,1
2019-04,경기도,수원시 팔달구,매산로1가,수원페이,14
2019-04,경기도,수원시 팔달구,매산로3가,수원페이,32
2019-04,경기도,수원시 팔달구,매향동,수원페이,11
2019-04,경기도,수원시 팔달구,신풍동,수원페이,16
2019-04,경기도,수원시 팔달구,우만동,수원페이,221
2019-04,경기도,수원시 팔달구,인계동,수원페이,450
2019-04,경기도,수원시 팔달구,인계동,오산화폐 오색전,1
2019-04,경기도,수원시 팔달구,인계동,동두천사랑카드,1
2019-04,경기도,수원시 팔달구,인계동,파주 Pay(파주페이),1
2019-04,경기도,수원시 팔달구,장안동,수원페이,15
2019-04,경기도,수원시 팔달구,지동,수원페이,129
2019-04,경기도,수원시 팔달구,화서동,수원페이,356
2019-04,경기도,시흥시,거모동,행복화성지역화폐,1
2019-04,경기도,시흥시,계수동,부천페이,2
2019-04,경기도,시흥시,정왕동,안산사랑상품권 다온,5
2019-04,경기도,시흥시,조남동,용인와이페이,1
2019-04,경기도,시흥시,하중동,수원페이,16
2019-04,경기도,시흥시,하중동,용인와이페이,4
2019-04,경기도,시흥시,하중동,군포愛머니,4
2019-04,경기도,시흥시,하중동,Thank You Pay-N,2
2019-04,경기도,시흥시,하중동,안산사랑상품권 다온,2
2019-04,경기도,시흥시,하중동,오산화폐 오색전,1
2019-04,경기도,시흥시,하중동,파주 Pay(파주페이),1
2019-04,경기도,시흥시,하중동,행복화성지역화폐,1
2019-04,경기도,시흥시,하중동,부천페이,1
2019-04,경기도,시흥시,하중동,여주사랑카드,1
2019-04,경기도,안산시 단원구,고잔동,안산사랑상품권 다온,1842
2019-04,경기도,안산시 단원구,대부동동,안산사랑상품권 다온,3
2019-04,경기도,안산시 단원구,대부북동,안산사랑상품권 다온,20
2019-04,경기도,안산시 단원구,목내동,안산사랑상품권 다온,3
2019-04,경기도,안산시 단원구,선감동,안산사랑상품권 다온,4
2019-04,경기도,안산시 단원구,선부동,안산사랑상품권 다온,258
2019-04,경기도,안산시 단원구,성곡동,안산사랑상품권 다온,5
2019-04,경기도,안산시 단원구,신길동,안산사랑상품권 다온,93
2019-04,경기도,안산시 단원구,와동,안산사랑상품권 다온,111
2019-04,경기도,안산시 단원구,와동,수원페이,9
2019-04,경기도,안산시 단원구,와동,Thank You Pay-N,3
2019-04,경기도,안산시 단원구,와동,하남하머니,2
2019-04,경기도,안산시 단원구,와동,용인와이페이,2
2019-04,경기도,안산시 단원구,와동,이천사랑지역화폐,1
2019-04,경기도,안산시 단원구,와동,부천페이,1
2019-04,경기도,안산시 단원구,와동,양평통보,1
2019-04,경기도,안산시 단원구,원곡동,안산사랑상품권 다온,108
2019-04,경기도,안산시 단원구,원시동,안산사랑상품권 다온,10
2019-04,경기도,안산시 단원구,초지동,안산사랑상품권 다온,370
2019-04,경기도,안산시 상록구,본오동,안산사랑상품권 다온,464
2019-04,경기도,안산시 상록구,부곡동,안산사랑상품권 다온,112
2019-04,경기도,안산시 상록구,사동,안산사랑상품권 다온,480
2019-04,경기도,안산시 상록구,사사동,안산사랑상품권 다온,7
2019-04,경기도,안산시 상록구,성포동,안산사랑상품권 다온,195
2019-04,경기도,안산시 상록구,수암동,안산사랑상품권 다온,1
2019-04,경기도,안산시 상록구,월피동,안산사랑상품권 다온,155
2019-04,경기도,안산시 상록구,이동,안산사랑상품권 다온,292
2019-04,경기도,안산시 상록구,일동,안산사랑상품권 다온,93
2019-04,경기도,안산시 상록구,팔곡이동,안산사랑상품권 다온,4
2019-04,경기도,안산시 상록구,팔곡일동,안산사랑상품권 다온,4
2019-04,경기도,안성시,공도읍,안성사랑카드,217
2019-04,경기도,안성시,금광면,안성사랑카드,13
2019-04,경기도,안성시,금산동,안성사랑카드,35
2019-04,경기도,안성시,당왕동,안성사랑카드,40
2019-04,경기도,안성시,대덕면,안성사랑카드,43
2019-04,경기도,안성시,대덕면,수원페이,6
2019-04,경기도,안성시,대덕면,행복화성지역화폐,3
2019-04,경기도,안성시,대덕면,Thank You Pay-N,2
2019-04,경기도,안성시,대덕면,광명사랑화폐,2
2019-04,경기도,안성시,대덕면,의정부사랑카드,1
2019-04,경기도,안성시,대덕면,용인와이페이,1
2019-04,경기도,안성시,대덕면,양주사랑카드,1
2019-04,경기도,안성시,대덕면,하남하머니,1
2019-04,경기도,안성시,대덕면,광주사랑카드,1
2019-04,경기도,안성시,미양면,안성사랑카드,21
2019-04,경기도,안성시,보개면,안성사랑카드,12
2019-04,경기도,안성시,보개면,수원페이,12
2019-04,경기도,안성시,보개면,하남하머니,2
2019-04,경기도,안성시,보개면,여주사랑카드,1
2019-04,경기도,안성시,보개면,고양페이카드,1
2019-04,경기도,안성시,보개면,광주사랑카드,1
2019-04,경기도,안성시,보개면,행복화성지역화폐,1
2019-04,경기도,안성시,삼죽면,안성사랑카드,3
2019-04,경기도,안성시,서운면,안성사랑카드,4
2019-04,경기도,안성시,석정동,안성사랑카드,7
2019-04,경기도,안성시,신건지동,안성사랑카드,15
2019-04,경기도,안성시,신건지동,수원페이,9
2019-04,경기도,안성시,신건지동,의정부사랑카드,4
2019-04,경기도,안성시,신건지동,군포愛머니,3
2019-04,경기도,안성시,신건지동,광명사랑화폐,1
2019-04,경기도,안성시,신건지동,여주사랑카드,1
2019-04,경기도,안성시,신건지동,안산사랑상품권 다온,1
2019-04,경기도,안성시,신건지동,파주 Pay(파주페이),1
2019-04,경기도,안성시,신건지동,행복화성지역화폐,1
2019-04,경기도,안성시,신건지동,부천페이,1
2019-04,경기도,안성시,양성면,안성사랑카드,15
2019-04,경기도,안성시,원곡면,안성사랑카드,13
2019-04,경기도,안성시,일죽면,안성사랑카드,22
2019-04,경기도,안성시,죽산면,안성사랑카드,11
2019-04,경기도,안성시,중리동,안성사랑카드,5
2019-04,경기도,안양시 동안구,호계동,수원페이,5
2019-04,경기도,안양시 동안구,호계동,과천화폐 과천토리,1
2019-04,경기도,안양시 동안구,호계동,오산화폐 오색전,1
2019-04,경기도,안양시 동안구,호계동,용인와이페이,1
2019-04,경기도,안양시 동안구,호계동,양주사랑카드,1
2019-04,경기도,양주시,고암동,양주사랑카드,144
2019-04,경기도,양주시,광사동,양주사랑카드,925
2019-04,경기도,양주시,광적면,양주사랑카드,256
2019-04,경기도,양주시,광적면,수원페이,4
2019-04,경기도,양주시,광적면,의정부사랑카드,2
2019-04,경기도,양주시,광적면,용인와이페이,2
2019-04,경기도,양주시,광적면,양평통보,1
2019-04,경기도,양주시,광적면,광주사랑카드,1
2019-04,경기도,양주시,광적면,안산사랑상품권 다온,1
2019-04,경기도,양주시,남면,양주사랑카드,82
2019-04,경기도,양주시,남방동,양주사랑카드,4
2019-04,경기도,양주시,덕계동,양주사랑카드,217
2019-04,경기도,양주시,덕계동,파주 Pay(파주페이),3
2019-04,경기도,양주시,덕계동,용인와이페이,1
2019-04,경기도,양주시,덕계동,수원페이,1
2019-04,경기도,양주시,덕정동,양주사랑카드,459
2019-04,경기도,양주시,만송동,양주사랑카드,40
2019-04,경기도,양주시,백석읍,양주사랑카드,259
2019-04,경기도,양주시,봉양동,양주사랑카드,6
2019-04,경기도,양주시,산북동,양주사랑카드,27
2019-04,경기도,양주시,산북동,행복화성지역화폐,1
2019-04,경기도,양주시,산북동,군포愛머니,1
2019-04,경기도,양주시,산북동,수원페이,1
2019-04,경기도,양주시,산북동,과천화폐 과천토리,1
2019-04,경기도,양주시,산북동,안산사랑상품권 다온,1
2019-04,경기도,양주시,삼숭동,양주사랑카드,154
2019-04,경기도,양주시,옥정동,양주사랑카드,1076
2019-04,경기도,양주시,은현면,양주사랑카드,40
2019-04,경기도,양주시,장흥면,양주사랑카드,32
2019-04,경기도,양주시,장흥면,수원페이,2
2019-04,경기도,양주시,장흥면,군포愛머니,1
2019-04,경기도,양주시,회암동,양주사랑카드,16
2019-04,경기도,양주시,회정동,양주사랑카드,25
2019-04,경기도,양평군,강상면,양평통보,226
2019-04,경기도,양평군,강하면,양평통보,32
2019-04,경기도,양평군,강하면,수원페이,4
2019-04,경기도,양평군,개군면,양평통보,46
2019-04,경기도,양평군,단월면,양평통보,3
2019-04,경기도,양평군,서종면,양평통보,48
2019-04,경기도,양평군,양동면,양평통보,13
2019-04,경기도,양평군,양서면,양평통보,110
2019-04,경기도,양평군,양평읍,양평통보,1938
2019-04,경기도,양평군,옥천면,양평통보,120
2019-04,경기도,양평군,용문면,양평통보,462
2019-04,경기도,양평군,지평면,양평통보,34
2019-04,경기도,양평군,청운면,양평통보,19
2019-04,경기도,여주시,가남읍,여주사랑카드,70
2019-04,경기도,여주시,강천면,여주사랑카드,9
2019-04,경기도,여주시,강천면,수원페이,4
2019-04,경기도,여주시,강천면,군포愛머니,2
2019-04,경기도,여주시,강천면,파주 Pay(파주페이),1
2019-04,경기도,여주시,강천면,광주사랑카드,1
2019-04,경기도,여주시,강천면,행복화성지역화폐,1
2019-04,경기도,여주시,교동,여주사랑카드,161
2019-04,경기도,여주시,금사면,여주사랑카드,1
2019-04,경기도,여주시,능서면,여주사랑카드,15
2019-04,경기도,여주시,대신면,여주사랑카드,18
2019-04,경기도,여주시,북내면,여주사랑카드,3
2019-04,경기도,여주시,산북면,여주사랑카드,4
2019-04,경기도,여주시,상동,여주사랑카드,20
2019-04,경기도,여주시,점동면,여주사랑카드,35
2019-04,경기도,여주시,하동,여주사랑카드,193
2019-04,경기도,여주시,현암동,여주사랑카드,20
2019-04,경기도,여주시,홍문동,여주사랑카드,261
2019-04,경기도,여주시,흥천면,여주사랑카드,4
2019-04,경기도,오산시,갈곶동,오산화폐 오색전,23
2019-04,경기도,오산시,궐동,오산화폐 오색전,77
2019-04,경기도,오산시,궐동,수원페이,2
2019-04,경기도,오산시,궐동,군포愛머니,2
2019-04,경기도,오산시,궐동,양주사랑카드,1
2019-04,경기도,오산시,금암동,오산화폐 오색전,45
2019-04,경기도,오산시,내삼미동,오산화폐 오색전,7
2019-04,경기도,오산시,세교동,오산화폐 오색전,10
2019-04,경기도,오산시,양산동,오산화폐 오색전,4
2019-04,경기도,오산시,오산동,오산화폐 오색전,563
2019-04,경기도,오산시,오산동,파주 Pay(파주페이),1
2019-04,경기도,오산시,원동,오산화폐 오색전,405
2019-04,경기도,오산시,원동,행복화성지역화폐,7
2019-04,경기도,용인시 기흥구,고매동,용인와이페이,5
2019-04,경기도,용인시 기흥구,공세동,용인와이페이,12
2019-04,경기도,용인시 기흥구,구갈동,용인와이페이,130
2019-04,경기도,용인시 기흥구,농서동,용인와이페이,2
2019-04,경기도,용인시 기흥구,동백동,용인와이페이,68
2019-04,경기도,용인시 기흥구,마북동,용인와이페이,27
2019-04,경기도,용인시 기흥구,보라동,용인와이페이,7
2019-04,경기도,용인시 기흥구,보정동,용인와이페이,68
2019-04,경기도,용인시 기흥구,상갈동,용인와이페이,11
2019-04,경기도,용인시 기흥구,상하동,용인와이페이,31
2019-04,경기도,용인시 기흥구,서천동,용인와이페이,15
2019-04,경기도,용인시 기흥구,신갈동,용인와이페이,48
2019-04,경기도,용인시 기흥구,신갈동,수원페이,8
2019-04,경기도,용인시 기흥구,신갈동,의정부사랑카드,3
2019-04,경기도,용인시 기흥구,신갈동,안산사랑상품권 다온,2
